rank,type_,code,name,premium,share
60,L,64238,GUARANTY INCOME LIFE INS CO,"251,921",0.05%
61,L,111,LIBERTY MUT GRP,"250,000",0.05%
62,L,943,AMERITAS MUT HOLDING GRP,"195,233",0.04%
63,L,3436,LIBERTY LIFE GRP TRUST GRP,"159,304",0.03%
64,L,62928,EMC NATL LIFE CO,"157,492",0.03%
65,L,330,AMERICAN FIDELITY CORP GRP,"157,285",0.03%
66,L,4824,ADVANTAGE CAPITAL GRP,"155,459",0.03%
67,F,57541,MODERN WOODMEN OF AMER,"112,862",0.02%
68,F,57142,SONS OF NORWAY,"111,234",0.02%
69,F,57657,ROYAL NEIGHBORS OF AMER,"83,489",0.02%
70,L,634,NATIONAL LIFE GRP,"74,642",0.01%
71,L,850,PENN MUT GRP,"52,500",0.01%
72,L,290,TORCHMARK CORP GRP,"39,401",0.01%
73,L,4827,SOUTHLAND NATL HOLDING GRP,"36,514",0.01%
74,L,8,ALLSTATE INS GRP,"29,500",0.01%
75,F,56634,CROATIAN FRATERNAL UNION OF AMER,"27,000",0%
76,L,612,CITIZENS GRP,"24,792",0%
77,L,615,BENEFICIAL LIFE GRP,"24,685",0%
78,L,11121,UNIFIED LIFE INS CO,"23,149",0%
79,F,56456,UNITED STATES LETTER CARRIERS MUT BE,"16,772",0%
80,L,4712,GPM LIFE GRP,"14,750",0%
81,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"12,500",0%
82,F,56758,LOYAL CHRISTIAN BENEFIT ASSN,"12,000",0%
83,L,572,BCBS OF MI GRP,"11,358",0%
84,L,315,INDUSTRIAL ALLIANCE GRP,"10,810",0%
85,F,57320,WOODMEN WORLD LIFE INS SOC,"10,249",0%
86,L,2878,UNITED HERITAGE MUT GRP,"8,228",0%
87,L,801,DIRECTORS INVESTMENT GRP,"8,072",0%
88,F,56413,UNITED TRANSPORTATION UNION INS ASSN,"7,430",0%
89,F,56685,GBU FINANCIAL LIFE,"6,500",0%
90,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"5,200",0%
91,L,64505,HOMESTEADERS LIFE CO,"4,928",0%
92,L,50,COUNTRY INS & FIN SERV GRP,"3,874",0%
93,L,60542,AMERICAN HOME LIFE INS CO,"3,000",0%
94,L,69132,STATE MUT INS CO,"1,994",0%
95,L,450,GENEVE HOLDINGS INC GRP,"1,784",0%
96,L,454,SECURITY NATL GRP,"1,541",0%
97,L,4732,MIDWEST HOLDING GRP,"1,500",0%
98,F,57568,NATIONAL CATHOLIC SOC OF FORESTERS,"1,125",0%
99,F,56073,NATIONAL MUT BENEFIT,"1,100",0%
100,L,4862,ASSURITY GRP,"1,080",0%
101,B,4616,EVERENCE GRP,"1,000",0%
102,L,4764,RESERVOIR CAPITAL GRP,904,0%
103,L,4750,PRIMERICA GRP,879,0%
104,L,244,CINCINNATI FIN GRP,680,0%
105,L,213,ERIE INS GRP,620,0%
106,L,153,PEKIN INS GRP,500,0%
107,L,119,HUMANA GRP,408,0%
108,L,65927,LINCOLN HERITAGE LIFE INS CO,405,0%
109,L,70130,UNIVERSAL GUAR LIFE INS CO,367,0%
110,L,276,TRUSTMARK MUT HOLDING CO GRP,360,0%
111,F,57088,DEGREE OF HONOR PROTECTIVE ASSN,300,0%
112,L,3098,TOKIO MARINE HOLDINGS INC GRP,257,0%
113,F,57010,WILLIAM PENN ASSN,250,0%
114,F,57487,CATHOLIC ORDER OF FORESTERS,200,0%
115,L,215,KEMPER CORP GRP,147,0%
116,L,901,CIGNA HLTH GRP,15,0%
1,L,943,AMERITAS MUT HOLDING GRP,"154,990,994",9.14%
2,L,918,JACKSON NATL GRP,"110,539,510",6.52%
3,L,20,LINCOLN NATL GRP,"91,542,663",5.40%
4,L,435,MASS MUT LIFE INS GRP,"90,598,683",5.35%
5,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"90,399,417",5.33%
6,L,1216,TIAA FAMILY GRP,"83,932,733",4.95%
7,L,431,SAMMONS ENTERPRISES GRP,"70,880,916",4.18%
8,L,4832,VOYA FINANCIAL GRP,"61,685,623",3.64%
9,L,332,PRINCIPAL FIN GRP,"55,377,191",3.27%
10,L,261,MUTUAL OF OMAHA GRP,"55,121,078",3.25%
11,L,826,NEW YORK LIFE GRP,"53,698,939",3.17%
12,L,761,ALLIANZ INS GRP,"51,360,805",3.03%
13,L,619,ONEAMERICA FIN PARTNERS GRP,"48,736,250",2.88%
14,L,304,PRUDENTIAL OF AMER GRP,"45,553,115",2.69%
15,L,709,PACIFIC LIFE GRP,"39,357,422",2.32%
16,L,4734,ATHENE GRP,"37,343,184",2.20%
17,L,968,AXA INS GRP,"36,543,707",2.16%
18,L,4731,HARBINGER GRP,"36,344,470",2.14%
19,L,2658,AMERICAN EQUITY INVESTMENT GRP,"34,112,529",2.01%
20,L,4,AMERIPRISE FIN GRP,"32,964,415",1.94%
21,L,241,METROPOLITAN GRP,"31,975,145",1.89%
22,L,769,GREAT WEST GRP,"31,341,637",1.85%
23,L,12,AMERICAN INTL GRP,"28,909,591",1.71%
24,L,860,NORTHWESTERN MUT GRP,"27,923,620",1.65%
25,L,3891,GOLDMAN SACHS GRP,"26,630,038",1.57%
26,L,468,AEGON US HOLDING GRP,"23,854,543",1.41%
27,L,869,MINNESOTA MUT GRP,"18,233,664",1.08%
28,L,513,IOWA FARM BUREAU GRP,"18,018,138",1.06%
29,L,233,CNO FINANCIAL GRP,"13,909,870",0.82%
30,L,66850,NATIONAL WESTERN LIFE INS CO,"12,715,728",0.75%
31,L,84,AMERICAN FINANCIAL GRP,"12,153,049",0.72%
32,L,704,OHIO NATL LIFE GRP,"11,800,040",0.70%
33,L,62510,EQUITRUST LIFE INS CO,"11,529,602",0.68%
34,L,836,WEST SOUTHERN GRP,"9,829,042",0.58%
35,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"8,836,930",0.52%
36,F,57541,MODERN WOODMEN OF AMER,"8,640,114",0.51%
37,L,176,STATE FARM GRP,"6,757,852",0.40%
38,L,300,HORACE MANN GRP,"6,595,104",0.39%
39,L,169,SENTRY INS GRP,"6,325,326",0.37%
40,L,367,PHYSICIANS MUT GRP,"5,820,541",0.34%
41,L,458,PROTECTIVE LIFE INS GRP,"5,360,003",0.32%
42,L,408,AMERICAN NATL FIN GRP,"5,285,171",0.31%
43,L,248,UNITED FIRE & CAS GRP,"5,170,180",0.31%
44,L,84174,ELCO MUT LIFE & ANN,"5,152,341",0.30%
45,L,4836,JEFFERSON NATIONAL GRP,"3,753,802",0.22%
46,L,3098,TOKIO MARINE HOLDINGS INC GRP,"3,580,980",0.21%
47,L,4794,DELAWARE LIFE HOLDING GRP,"3,510,486",0.21%
48,L,981,FIDELITY INVESTMENT INS & ANN GRP,"2,961,283",0.17%
49,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"2,827,071",0.17%
50,L,429,GUARDIAN LIFE GRP,"2,823,681",0.17%
51,L,91,HARTFORD FIRE & CAS GRP,"2,752,962",0.16%
52,L,306,CUNA MUT GRP,"2,726,834",0.16%
53,L,588,KANSAS CITY LIFE INS GRP,"2,634,130",0.16%
54,L,63495,FORESTERS LIFE INS ANN CO,"2,597,942",0.15%
55,L,140,NATIONWIDE CORP GRP,"2,561,024",0.15%
56,L,4855,SUMITOMO LIFE INS GRP,"2,179,510",0.13%
57,L,449,FINANCIAL HOLDINGS GRP,"2,037,329",0.12%
58,L,574,AMERCO CORP GRP,"2,025,475",0.12%
59,L,1117,MANHATTAN LIFE GRP,"1,998,585",0.12%
60,L,904,JOHN HANCOCK GRP,"1,955,993",0.12%
61,L,3436,LIBERTY LIFE GRP TRUST GRP,"1,756,731",0.10%
62,F,57487,CATHOLIC ORDER OF FORESTERS,"1,703,550",0.10%
63,L,4815,RESOLUTION LIFE GRP,"1,622,074",0.10%
64,L,4862,ASSURITY GRP,"1,603,653",0.09%
65,L,1348,MEIJI YASUDA LIFE INS GRP,"1,562,341",0.09%
66,F,57320,WOODMEN WORLD LIFE INS SOC,"1,449,365",0.09%
67,L,4732,MIDWEST HOLDING GRP,"1,300,771",0.08%
68,L,4736,GGC GRP,"1,050,198",0.06%
69,L,280,AUTO OWNERS GRP,"949,029",0.06%
70,L,62928,EMC NATL LIFE CO,"944,226",0.06%
71,L,19,ASSURANT INC GRP,"934,673",0.06%
72,F,57630,POLISH ROMAN CATHOLIC UNION OF AMER,"918,426",0.05%
73,F,57010,WILLIAM PENN ASSN,"904,747",0.05%
74,F,57657,ROYAL NEIGHBORS OF AMER,"873,874",0.05%
75,L,4752,FIRST TRINITY FIN GRP,"827,130",0.05%
76,L,689,BANKERS INS GRP,"796,025",0.05%
77,L,7,FEDERATED MUT GRP,"788,831",0.05%
78,L,64505,HOMESTEADERS LIFE CO,"768,998",0.05%
79,L,4824,ADVANTAGE CAPITAL GRP,"739,516",0.04%
80,L,4011,GENWORTH FIN GRP,"635,676",0.04%
81,L,850,PENN MUT GRP,"499,805",0.03%
82,L,634,NATIONAL LIFE GRP,"448,399",0.03%
83,F,57770,CATHOLIC HOLY FAMILY SOCIETY,"396,604",0.02%
84,F,58017,WESTERN FRATERNAL LIFE ASSN,"396,202",0.02%
85,F,58033,KNIGHTS OF COLUMBUS,"380,307",0.02%
86,L,64238,GUARANTY INCOME LIFE INS CO,"344,049",0.02%
87,L,801,DIRECTORS INVESTMENT GRP,"341,515",0.02%
88,L,473,AMERICAN FAMILY INS GRP,"308,876",0.02%
89,L,60445,SAGICOR LIFE INS CO,"304,536",0.02%
90,L,8,ALLSTATE INS GRP,"281,217",0.02%
91,L,212,ZURICH INS GRP,"208,137",0.01%
92,F,56340,FIRST CATH SLOVAK UNION OF US & CN,"200,590",0.01%
93,F,56634,CROATIAN FRATERNAL UNION OF AMER,"199,491",0.01%
94,L,872,BANNER LIFE GRP,"196,478",0.01%
95,L,71404,CONTINENTAL GEN INS CO,"172,749",0.01%
96,L,2878,UNITED HERITAGE MUT GRP,"134,502",0.01%
97,L,4853,AAA LIFE GRP,"122,266",0.01%
98,F,56154,GLEANER LIFE INS SOCIETY,"109,867",0.01%
99,L,244,CINCINNATI FIN GRP,"96,108",0.01%
100,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"92,329",0.01%
101,B,4616,EVERENCE GRP,"80,402",0%
102,L,123,SHELTER INS GRP,"77,745",0%
103,L,863,INTER AMER GRP,"65,375",0%
104,F,56685,GBU FINANCIAL LIFE,"55,042",0%
105,F,57568,NATIONAL CATHOLIC SOC OF FORESTERS,"51,489",0%
106,L,4827,SOUTHLAND NATL HOLDING GRP,"44,740",0%
107,L,290,TORCHMARK CORP GRP,"43,979",0%
108,L,60542,AMERICAN HOME LIFE INS CO,"31,807",0%
109,F,56456,UNITED STATES LETTER CARRIERS MUT BE,"31,108",0%
110,L,111,LIBERTY MUT GRP,"30,000",0%
111,L,707,UNITEDHEALTH GRP,"24,638",0%
112,L,315,INDUSTRIAL ALLIANCE GRP,"23,736",0%
113,L,1280,GREAT WESTERN CO GRP,"22,350",0%
114,L,450,GENEVE HOLDINGS INC GRP,"19,150",0%
115,F,58009,POLICE & FIREMENS INS ASSN,"17,540",0%
116,F,56413,UNITED TRANSPORTATION UNION INS ASSN,"14,892",0%
117,F,56383,ORDER OF UNITED COMMERCIAL TRAVELERS,"10,000",0%
118,L,535,COLUMBIAN LIFE GRP,"9,619",0%
119,L,451,FIDELITY SECURITY GRP,"8,788",0%
120,L,50,COUNTRY INS & FIN SERV GRP,"8,600",0%
121,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"8,270",0%
122,L,3527,AMERICAN ENTERPRISE MUT GRP,"8,135",0%
123,L,64580,ILLINOIS MUT LIFE INS CO,"6,500",0%
124,L,213,ERIE INS GRP,"5,683",0%
125,L,344,CHURCH PENSION FUND GRP,"4,680",0%
1,L,918,JACKSON NATL GRP,"137,246,553",9.04%
2,L,4832,VOYA FINANCIAL GRP,"124,697,743",8.21%
3,L,761,ALLIANZ INS GRP,"113,564,078",7.48%
4,L,12,AMERICAN INTL GRP,"97,847,458",6.44%
5,L,1216,TIAA FAMILY GRP,"96,469,359",6.35%
6,L,826,NEW YORK LIFE GRP,"85,618,768",5.64%
7,L,431,SAMMONS ENTERPRISES GRP,"65,419,313",4.31%
8,L,304,PRUDENTIAL OF AMER GRP,"62,190,494",4.10%
9,L,968,AXA INS GRP,"53,542,744",3.53%
10,L,20,LINCOLN NATL GRP,"52,137,109",3.43%
11,L,4,AMERIPRISE FIN GRP,"44,792,446",2.95%
12,L,2658,AMERICAN EQUITY INVESTMENT GRP,"43,599,129",2.87%
13,L,4734,ATHENE GRP,"35,077,925",2.31%
14,L,4731,HARBINGER GRP,"33,908,462",2.23%
15,L,241,METROPOLITAN GRP,"33,838,895",2.23%
16,L,468,AEGON US HOLDING GRP,"33,025,700",2.18%
17,L,709,PACIFIC LIFE GRP,"31,119,394",2.05%
18,L,634,NATIONAL LIFE GRP,"27,894,383",1.84%
19,L,84,AMERICAN FINANCIAL GRP,"27,702,271",1.82%
20,L,3891,GOLDMAN SACHS GRP,"27,131,651",1.79%
21,L,769,GREAT WEST GRP,"25,045,222",1.65%
22,L,4855,SUMITOMO LIFE INS GRP,"23,245,805",1.53%
23,L,435,MASS MUT LIFE INS GRP,"18,924,685",1.25%
24,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"16,806,553",1.11%
25,L,408,AMERICAN NATL FIN GRP,"16,414,880",1.08%
26,L,836,WEST SOUTHERN GRP,"13,651,155",0.90%
27,L,332,PRINCIPAL FIN GRP,"12,716,530",0.84%
28,L,981,FIDELITY INVESTMENT INS & ANN GRP,"12,350,662",0.81%
29,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"12,098,334",0.80%
30,L,619,ONEAMERICA FIN PARTNERS GRP,"11,150,793",0.73%
31,L,300,HORACE MANN GRP,"8,625,599",0.57%
32,L,3098,TOKIO MARINE HOLDINGS INC GRP,"8,439,809",0.56%
33,L,4794,DELAWARE LIFE HOLDING GRP,"8,382,560",0.55%
34,L,869,MINNESOTA MUT GRP,"6,883,172",0.45%
35,L,176,STATE FARM GRP,"6,354,763",0.42%
36,L,704,OHIO NATL LIFE GRP,"6,333,169",0.42%
37,L,429,GUARDIAN LIFE GRP,"6,307,472",0.42%
38,L,860,NORTHWESTERN MUT GRP,"5,859,334",0.39%
39,L,261,MUTUAL OF OMAHA GRP,"5,368,530",0.35%
40,L,458,PROTECTIVE LIFE INS GRP,"5,261,805",0.35%
41,L,1348,MEIJI YASUDA LIFE INS GRP,"4,774,228",0.31%
42,L,62510,EQUITRUST LIFE INS CO,"4,733,181",0.31%
43,L,330,AMERICAN FIDELITY CORP GRP,"4,524,515",0.30%
44,L,449,FINANCIAL HOLDINGS GRP,"4,416,326",0.29%
45,L,574,AMERCO CORP GRP,"4,379,426",0.29%
46,L,4011,GENWORTH FIN GRP,"3,587,638",0.24%
47,L,4836,JEFFERSON NATIONAL GRP,"3,211,448",0.21%
48,L,943,AMERITAS MUT HOLDING GRP,"2,846,247",0.19%
49,L,50,COUNTRY INS & FIN SERV GRP,"2,510,646",0.17%
50,L,4736,GGC GRP,"2,475,381",0.16%
51,L,4853,AAA LIFE GRP,"1,809,843",0.12%
52,L,91,HARTFORD FIRE & CAS GRP,"1,797,039",0.12%
53,L,140,NATIONWIDE CORP GRP,"1,758,403",0.12%
54,L,872,BANNER LIFE GRP,"1,506,638",0.10%
55,L,306,CUNA MUT GRP,"1,500,347",0.10%
56,L,1117,MANHATTAN LIFE GRP,"1,496,597",0.10%
57,L,233,CNO FINANCIAL GRP,"1,135,288",0.07%
58,L,8,ALLSTATE INS GRP,"1,096,029",0.07%
59,L,212,ZURICH INS GRP,"1,013,068",0.07%
60,L,66850,NATIONAL WESTERN LIFE INS CO,"950,229",0.06%
61,L,169,SENTRY INS GRP,"903,365",0.06%
62,F,57541,MODERN WOODMEN OF AMER,"865,343",0.06%
63,L,801,DIRECTORS INVESTMENT GRP,"790,064",0.05%
64,L,111,LIBERTY MUT GRP,"674,139",0.04%
65,L,3436,LIBERTY LIFE GRP TRUST GRP,"604,818",0.04%
66,L,367,PHYSICIANS MUT GRP,"562,087",0.04%
67,L,4824,ADVANTAGE CAPITAL GRP,"551,570",0.04%
68,L,513,IOWA FARM BUREAU GRP,"467,059",0.03%
69,L,904,JOHN HANCOCK GRP,"402,668",0.03%
70,F,56693,GREEK CATHOLIC UNION OF THE USA,"399,353",0.03%
71,L,60445,SAGICOR LIFE INS CO,"330,308",0.02%
72,F,57657,ROYAL NEIGHBORS OF AMER,"321,732",0.02%
73,L,689,BANKERS INS GRP,"308,894",0.02%
74,L,244,CINCINNATI FIN GRP,"239,489",0.02%
75,F,58033,KNIGHTS OF COLUMBUS,"225,532",0.01%
76,L,4827,SOUTHLAND NATL HOLDING GRP,"207,964",0.01%
77,L,290,TORCHMARK CORP GRP,"202,256",0.01%
78,L,615,BENEFICIAL LIFE GRP,"138,198",0.01%
79,L,850,PENN MUT GRP,"129,201",0.01%
80,F,56685,GBU FINANCIAL LIFE,"115,000",0.01%
81,L,19,ASSURANT INC GRP,"94,428",0.01%
82,L,344,CHURCH PENSION FUND GRP,"87,972",0.01%
83,L,315,INDUSTRIAL ALLIANCE GRP,"74,439",0%
84,L,473,AMERICAN FAMILY INS GRP,"72,562",0%
85,L,63495,FORESTERS LIFE INS ANN CO,"70,000",0%
86,L,4815,RESOLUTION LIFE GRP,"66,366",0%
87,F,56456,UNITED STATES LETTER CARRIERS MUT BE,"61,082",0%
88,L,64238,GUARANTY INCOME LIFE INS CO,"59,933",0%
89,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"44,364",0%
90,L,588,KANSAS CITY LIFE INS GRP,"43,656",0%
91,F,58009,POLICE & FIREMENS INS ASSN,"40,000",0%
92,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"39,717",0%
93,L,28,AMICA MUT GRP,"36,770",0%
94,L,450,GENEVE HOLDINGS INC GRP,"35,442",0%
95,L,661,BCBS OF SC GRP,"35,000",0%
96,L,84174,ELCO MUT LIFE & ANN,"34,883",0%
97,L,454,SECURITY NATL GRP,"34,000",0%
98,F,57142,SONS OF NORWAY,"32,880",0%
99,F,57320,WOODMEN WORLD LIFE INS SOC,"31,075",0%
100,L,64505,HOMESTEADERS LIFE CO,"23,249",0%
101,L,71404,CONTINENTAL GEN INS CO,"21,500",0%
102,F,57622,POLISH NATL ALLIANCE US OF NA,"21,266",0%
103,L,123,SHELTER INS GRP,"20,113",0%
104,L,535,COLUMBIAN LIFE GRP,"13,550",0%
105,F,56154,GLEANER LIFE INS SOCIETY,"12,795",0%
106,F,56340,FIRST CATH SLOVAK UNION OF US & CN,"12,540",0%
107,L,707,UNITEDHEALTH GRP,"8,578",0%
108,F,56413,UNITED TRANSPORTATION UNION INS ASSN,"6,682",0%
109,L,451,FIDELITY SECURITY GRP,"6,259",0%
110,L,64580,ILLINOIS MUT LIFE INS CO,"5,000",0%
111,L,4877,TWA & AMFI CORP GRP,"4,920",0%
112,L,2878,UNITED HERITAGE MUT GRP,"4,850",0%
113,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"4,400",0%
114,L,69310,SURETY LIFE INS CO,"4,000",0%
115,L,4750,PRIMERICA GRP,"3,639",0%
116,F,57967,LUSO AMER LIFE INS SOCIETY,"3,600",0%
117,F,57940,PORTUGUESE FRATERNAL SOCIETY OF AMER,"2,010",0%
118,L,276,TRUSTMARK MUT HOLDING CO GRP,"2,000",0%
119,L,4732,MIDWEST HOLDING GRP,"1,500",0%
120,L,4712,GPM LIFE GRP,"1,419",0%
121,L,4213,WILTON RE GRP,"1,364",0%
122,L,62928,EMC NATL LIFE CO,"1,200",0%
122,L,89184,STERLING INVESTORS LIFE INS CO,"1,200",0%
124,L,213,ERIE INS GRP,"1,180",0%
125,L,119,HUMANA GRP,"1,123",0%
1,L,20,LINCOLN NATL GRP,"591,870,524",29.63%
2,L,918,JACKSON NATL GRP,"146,077,792",7.31%
3,L,431,SAMMONS ENTERPRISES GRP,"100,019,976",5.01%
4,L,1216,TIAA FAMILY GRP,"97,313,918",4.87%
5,L,4832,VOYA FINANCIAL GRP,"91,695,505",4.59%
6,L,826,NEW YORK LIFE GRP,"85,737,792",4.29%
7,L,761,ALLIANZ INS GRP,"63,114,113",3.16%
8,L,2658,AMERICAN EQUITY INVESTMENT GRP,"59,670,943",2.99%
9,L,304,PRUDENTIAL OF AMER GRP,"58,700,145",2.94%
10,L,241,METROPOLITAN GRP,"55,903,303",2.80%
11,L,12,AMERICAN INTL GRP,"52,657,829",2.64%
12,L,4,AMERIPRISE FIN GRP,"47,138,506",2.36%
13,L,468,AEGON US HOLDING GRP,"41,003,795",2.05%
14,L,769,GREAT WEST GRP,"36,794,615",1.84%
15,L,709,PACIFIC LIFE GRP,"35,110,778",1.76%
16,L,4734,ATHENE GRP,"33,673,452",1.69%
17,L,968,AXA INS GRP,"32,969,275",1.65%
18,L,4794,DELAWARE LIFE HOLDING GRP,"29,937,468",1.50%
19,L,435,MASS MUT LIFE INS GRP,"29,376,218",1.47%
20,L,84,AMERICAN FINANCIAL GRP,"25,211,761",1.26%
21,L,3891,GOLDMAN SACHS GRP,"23,410,432",1.17%
22,L,233,CNO FINANCIAL GRP,"22,413,111",1.12%
23,L,332,PRINCIPAL FIN GRP,"20,935,207",1.05%
24,L,860,NORTHWESTERN MUT GRP,"20,062,320",1.00%
25,L,4855,SUMITOMO LIFE INS GRP,"17,992,407",0.90%
26,L,62510,EQUITRUST LIFE INS CO,"15,040,905",0.75%
27,L,619,ONEAMERICA FIN PARTNERS GRP,"11,173,865",0.56%
28,L,872,BANNER LIFE GRP,"10,859,103",0.54%
29,L,4731,HARBINGER GRP,"10,104,368",0.51%
30,L,981,FIDELITY INVESTMENT INS & ANN GRP,"9,457,859",0.47%
31,L,429,GUARDIAN LIFE GRP,"8,956,383",0.45%
32,L,300,HORACE MANN GRP,"8,886,956",0.44%
33,L,836,WEST SOUTHERN GRP,"8,340,743",0.42%
34,L,3098,TOKIO MARINE HOLDINGS INC GRP,"8,183,583",0.41%
35,L,704,OHIO NATL LIFE GRP,"6,854,750",0.34%
36,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"6,104,374",0.31%
37,F,57541,MODERN WOODMEN OF AMER,"5,735,688",0.29%
38,L,66850,NATIONAL WESTERN LIFE INS CO,"5,160,117",0.26%
39,L,261,MUTUAL OF OMAHA GRP,"5,052,346",0.25%
40,L,943,AMERITAS MUT HOLDING GRP,"4,832,230",0.24%
41,L,140,NATIONWIDE CORP GRP,"4,790,560",0.24%
42,L,408,AMERICAN NATL FIN GRP,"4,734,948",0.24%
43,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"4,536,820",0.23%
44,L,111,LIBERTY MUT GRP,"4,079,874",0.20%
45,L,169,SENTRY INS GRP,"3,723,094",0.19%
46,L,212,ZURICH INS GRP,"3,424,722",0.17%
47,L,91,HARTFORD FIRE & CAS GRP,"3,232,933",0.16%
48,L,458,PROTECTIVE LIFE INS GRP,"3,025,751",0.15%
49,L,176,STATE FARM GRP,"2,799,977",0.14%
50,L,634,NATIONAL LIFE GRP,"2,769,671",0.14%
51,L,1348,MEIJI YASUDA LIFE INS GRP,"2,596,268",0.13%
52,L,869,MINNESOTA MUT GRP,"2,329,985",0.12%
53,L,4836,JEFFERSON NATIONAL GRP,"2,167,599",0.11%
54,L,306,CUNA MUT GRP,"1,441,250",0.07%
55,L,850,PENN MUT GRP,"990,005",0.05%
56,L,904,JOHN HANCOCK GRP,"978,178",0.05%
57,L,4011,GENWORTH FIN GRP,"900,959",0.05%
58,L,574,AMERCO CORP GRP,"862,032",0.04%
59,L,4736,GGC GRP,"779,565",0.04%
60,L,4815,RESOLUTION LIFE GRP,"542,521",0.03%
61,F,57487,CATHOLIC ORDER OF FORESTERS,"507,525",0.03%
62,L,28,AMICA MUT GRP,"441,720",0.02%
63,L,535,COLUMBIAN LIFE GRP,"423,067",0.02%
64,L,449,FINANCIAL HOLDINGS GRP,"410,598",0.02%
65,L,1117,MANHATTAN LIFE GRP,"376,111",0.02%
66,L,63495,FORESTERS LIFE INS ANN CO,"340,000",0.02%
67,L,60445,SAGICOR LIFE INS CO,"193,968",0.01%
68,F,56456,UNITED STATES LETTER CARRIERS MUT BE,"142,483",0.01%
69,L,4712,GPM LIFE GRP,"116,906",0.01%
70,L,4853,AAA LIFE GRP,"95,574",0%
71,L,4553,SAVINGS BANK LIFE GRP,"79,000",0%
72,L,8,ALLSTATE INS GRP,"74,476",0%
73,F,58181,SUPREME COUNCIL THE ROYAL ARCANUM,"66,320",0%
74,L,19,ASSURANT INC GRP,"61,943",0%
75,L,450,GENEVE HOLDINGS INC GRP,"59,457",0%
76,L,290,TORCHMARK CORP GRP,"52,156",0%
77,L,4877,TWA & AMFI CORP GRP,"25,562",0%
78,L,213,ERIE INS GRP,"21,300",0%
79,L,344,CHURCH PENSION FUND GRP,"21,202",0%
80,L,4827,SOUTHLAND NATL HOLDING GRP,"19,959",0%
81,L,513,IOWA FARM BUREAU GRP,"19,498",0%
82,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"18,090",0%
83,L,707,UNITEDHEALTH GRP,"15,032",0%
84,L,901,CIGNA HLTH GRP,"10,165",0%
85,L,588,KANSAS CITY LIFE INS GRP,"5,870",0%
86,L,244,CINCINNATI FIN GRP,"5,500",0%
87,F,56030,CATHOLIC FINANCIAL LIFE,"4,200",0%
88,F,56758,LOYAL CHRISTIAN BENEFIT ASSN,"4,020",0%
89,L,525,PAN AMER LIFE GRP,"2,000",0%
90,L,451,FIDELITY SECURITY GRP,790,0%
91,L,315,INDUSTRIAL ALLIANCE GRP,649,0%
92,L,473,AMERICAN FAMILY INS GRP,600,0%
93,F,57320,WOODMEN WORLD LIFE INS SOC,500,0%
94,F,57657,ROYAL NEIGHBORS OF AMER,400,0%
95,L,4750,PRIMERICA GRP,280,0%
96,L,119,HUMANA GRP,216,0%
1,L,968,AXA INS GRP,"942,364,467",8.89%
2,L,918,JACKSON NATL GRP,"911,983,225",8.60%
3,L,1216,TIAA FAMILY GRP,"854,400,216",8.06%
4,L,304,PRUDENTIAL OF AMER GRP,"797,175,390",7.52%
5,L,12,AMERICAN INTL GRP,"682,268,215",6.43%
6,L,4832,VOYA FINANCIAL GRP,"681,322,621",6.42%
7,L,241,METROPOLITAN GRP,"589,959,983",5.56%
8,L,431,SAMMONS ENTERPRISES GRP,"580,292,677",5.47%
9,L,20,LINCOLN NATL GRP,"518,565,667",4.89%
10,L,826,NEW YORK LIFE GRP,"500,323,812",4.72%
11,L,761,ALLIANZ INS GRP,"368,398,670",3.47%
12,L,468,AEGON US HOLDING GRP,"206,703,553",1.95%
13,L,84,AMERICAN FINANCIAL GRP,"203,669,727",1.92%
14,L,3891,GOLDMAN SACHS GRP,"197,313,024",1.86%
15,L,2658,AMERICAN EQUITY INVESTMENT GRP,"190,476,864",1.80%
16,L,4,AMERIPRISE FIN GRP,"183,804,140",1.73%
17,L,709,PACIFIC LIFE GRP,"174,506,647",1.65%
18,L,769,GREAT WEST GRP,"161,853,290",1.53%
19,L,435,MASS MUT LIFE INS GRP,"156,972,783",1.48%
20,L,332,PRINCIPAL FIN GRP,"150,562,630",1.42%
21,L,4855,SUMITOMO LIFE INS GRP,"137,628,604",1.30%
22,L,4794,DELAWARE LIFE HOLDING GRP,"124,338,211",1.17%
23,L,4731,HARBINGER GRP,"108,389,989",1.02%
24,L,62510,EQUITRUST LIFE INS CO,"106,690,087",1.01%
25,L,429,GUARDIAN LIFE GRP,"101,218,940",0.95%
26,L,4734,ATHENE GRP,"88,454,764",0.83%
27,L,836,WEST SOUTHERN GRP,"68,911,532",0.65%
