rank,type_,code,name,premium,share
4,L,304,PRUDENTIAL OF AMER GRP,"557,669,551",3.69%
5,L,468,AEGON US HOLDING GRP,"502,424,962",3.33%
6,L,241,METROPOLITAN GRP,"492,075,023",3.26%
7,L,826,NEW YORK LIFE GRP,"436,050,193",2.89%
8,L,1,AETNA GRP,"377,912,674",2.50%
9,L,332,PRINCIPAL FIN GRP,"374,155,528",2.48%
10,L,84,AMERICAN FINANCIAL GRP,"358,769,116",2.38%
11,L,20,LINCOLN NATL GRP,"341,312,406",2.26%
12,L,435,MASS MUT LIFE INS GRP,"333,096,877",2.21%
13,L,901,CIGNA HLTH GRP,"331,996,162",2.20%
14,L,860,NORTHWESTERN MUT GRP,"328,653,402",2.18%
15,L,904,JOHN HANCOCK GRP,"326,803,961",2.16%
16,L,918,JACKSON NATL GRP,"308,969,047",2.05%
17,L,261,MUTUAL OF OMAHA GRP,"289,375,728",1.92%
18,L,4832,VOYA FINANCIAL GRP,"272,675,662",1.81%
19,L,458,PROTECTIVE LIFE INS GRP,"260,431,999",1.72%
20,L,1216,TIAA FAMILY GRP,"232,783,818",1.54%
21,L,761,ALLIANZ INS GRP,"221,027,435",1.46%
22,L,869,MINNESOTA MUT GRP,"206,854,599",1.37%
23,L,709,PACIFIC LIFE GRP,"196,536,347",1.30%
24,L,1348,MEIJI YASUDA LIFE INS GRP,"188,384,061",1.25%
25,L,431,SAMMONS ENTERPRISES GRP,"186,738,910",1.24%
26,L,2658,AMERICAN EQUITY INVESTMENT GRP,"179,299,164",1.19%
27,L,91,HARTFORD FIRE & CAS GRP,"163,431,800",1.08%
28,L,619,ONEAMERICA FIN PARTNERS GRP,"161,982,519",1.07%
29,L,176,STATE FARM GRP,"161,248,322",1.07%
30,L,769,GREAT WEST GRP,"160,904,058",1.07%
31,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"160,315,313",1.06%
32,L,4734,ATHENE GRP,"150,640,727",1.00%
33,L,140,NATIONWIDE CORP GRP,"145,964,722",0.97%
34,L,565,UNUMPROVIDENT CORP GRP,"133,591,734",0.88%
35,L,968,AXA INS GRP,"126,006,242",0.83%
36,L,429,GUARDIAN LIFE GRP,"115,210,693",0.76%
37,L,370,AFLAC GRP,"111,862,597",0.74%
38,L,943,AMERITAS MUT HOLDING GRP,"92,965,623",0.62%
39,L,4011,GENWORTH FIN GRP,"89,020,076",0.59%
40,L,233,CNO FINANCIAL GRP,"86,860,926",0.58%
41,L,836,WEST SOUTHERN GRP,"86,633,813",0.57%
42,L,3098,TOKIO MARINE HOLDINGS INC GRP,"83,871,583",0.56%
43,L,3891,GOLDMAN SACHS GRP,"79,989,903",0.53%
44,L,4731,HARBINGER GRP,"79,393,019",0.53%
45,L,4,AMERIPRISE FIN GRP,"78,209,244",0.52%
46,L,704,OHIO NATL LIFE GRP,"70,820,128",0.47%
47,L,19,ASSURANT INC GRP,"65,212,808",0.43%
48,L,290,TORCHMARK CORP GRP,"63,595,242",0.42%
49,F,58033,KNIGHTS OF COLUMBUS,"56,037,998",0.37%
50,L,549,SUN LIFE ASSUR CO OF CN GRP,"54,715,078",0.36%
51,L,408,AMERICAN NATL FIN GRP,"50,969,008",0.34%
52,L,473,AMERICAN FAMILY INS GRP,"50,684,990",0.34%
53,L,4855,SUMITOMO LIFE INS GRP,"47,349,008",0.31%
54,L,306,CUNA MUT GRP,"46,789,064",0.31%
55,L,514,MISSOURI FARM BUREAU GRP,"45,068,905",0.30%
56,L,62510,EQUITRUST LIFE INS CO,"44,356,808",0.29%
57,L,88668,MUTUAL OF AMER LIFE INS CO,"41,327,372",0.27%
58,L,123,SHELTER INS GRP,"36,183,076",0.24%
59,F,57541,MODERN WOODMEN OF AMER,"34,506,334",0.23%
60,L,4794,DELAWARE LIFE HOLDING GRP,"33,912,094",0.22%
61,L,4750,PRIMERICA GRP,"32,594,500",0.22%
62,L,212,ZURICH INS GRP,"32,140,385",0.21%
63,L,8,ALLSTATE INS GRP,"32,136,293",0.21%
64,L,4736,GGC GRP,"32,133,315",0.21%
65,L,111,LIBERTY MUT GRP,"31,794,867",0.21%
66,L,588,KANSAS CITY LIFE INS GRP,"30,826,967",0.20%
67,L,3527,AMERICAN ENTERPRISE MUT GRP,"25,640,554",0.17%
68,L,661,BCBS OF SC GRP,"25,387,255",0.17%
69,L,626,CHUBB LTD GRP,"23,497,707",0.16%
70,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"23,185,392",0.15%
71,L,451,FIDELITY SECURITY GRP,"22,545,040",0.15%
72,L,66850,NATIONAL WESTERN LIFE INS CO,"22,501,330",0.15%
73,L,872,BANNER LIFE GRP,"21,311,360",0.14%
74,L,330,AMERICAN FIDELITY CORP GRP,"20,831,819",0.14%
75,L,4483,NESTLE SA GRP,"20,015,127",0.13%
76,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"19,346,658",0.13%
77,L,67393,OZARK NATL LIFE INS CO,"19,151,705",0.13%
78,L,215,KEMPER CORP GRP,"18,413,330",0.12%
79,L,169,SENTRY INS GRP,"18,130,402",0.12%
80,L,84174,ELCO MUT LIFE & ANN,"15,993,880",0.11%
81,L,4815,RESOLUTION LIFE GRP,"15,766,571",0.10%
82,L,850,PENN MUT GRP,"15,474,301",0.10%
83,L,981,FIDELITY INVESTMENT INS & ANN GRP,"15,145,046",0.10%
84,L,574,AMERCO CORP GRP,"14,694,166",0.10%
85,L,62952,EQUITABLE LIFE & CAS INS CO,"14,108,265",0.09%
86,L,687,GUARANTEE TRUST GRP,"13,942,373",0.09%
87,L,367,PHYSICIANS MUT GRP,"13,715,402",0.09%
88,L,67326,OLD SURETY LIFE INS CO,"13,072,524",0.09%
89,L,450,GENEVE HOLDINGS INC GRP,"12,545,822",0.08%
90,L,98,WR BERKLEY CORP GRP,"12,167,405",0.08%
91,L,449,FINANCIAL HOLDINGS GRP,"12,087,804",0.08%
92,L,60445,SAGICOR LIFE INS CO,"12,055,019",0.08%
93,L,634,NATIONAL LIFE GRP,"11,649,404",0.08%
94,L,4853,AAA LIFE GRP,"10,967,749",0.07%
95,L,4836,JEFFERSON NATIONAL GRP,"10,561,032",0.07%
96,L,671,ANTHEM INC GRP,"10,254,792",0.07%
97,L,50,COUNTRY INS & FIN SERV GRP,"10,177,740",0.07%
98,L,7,FEDERATED MUT GRP,"10,080,320",0.07%
99,L,244,CINCINNATI FIN GRP,"9,818,162",0.07%
100,L,276,TRUSTMARK MUT HOLDING CO GRP,"9,382,584",0.06%
101,L,1117,MANHATTAN LIFE GRP,"9,080,317",0.06%
102,L,812,HIGHMARK GRP,"8,700,868",0.06%
103,L,537,BCBS OF KC GRP,"8,528,546",0.06%
104,L,917,HCSC GRP,"7,795,445",0.05%
105,L,4844,LIA HOLDINGS GRP,"7,723,266",0.05%
106,L,81779,INDIVIDUAL ASSUR CO LIFE HLTH & ACC,"7,634,226",0.05%
107,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"7,035,602",0.05%
108,L,4716,FORTRESS GRP,"7,030,881",0.05%
109,L,65927,LINCOLN HERITAGE LIFE INS CO,"6,994,978",0.05%
110,L,581,BOSTON MUT GRP,"6,510,716",0.04%
111,L,4213,WILTON RE GRP,"6,274,297",0.04%
112,L,264,HEALTHMARKETS GRP,"5,973,446",0.04%
113,L,4862,ASSURITY GRP,"5,891,252",0.04%
114,L,300,HORACE MANN GRP,"5,871,945",0.04%
115,L,525,PAN AMER LIFE GRP,"5,482,751",0.04%
116,L,876,ARKANSAS BCBS GRP,"5,442,519",0.04%
117,L,64505,HOMESTEADERS LIFE CO,"5,231,813",0.03%
118,L,248,UNITED FIRE & CAS GRP,"5,211,710",0.03%
119,L,2878,UNITED HERITAGE MUT GRP,"5,080,161",0.03%
120,F,57770,CATHOLIC HOLY FAMILY SOCIETY,"4,752,359",0.03%
121,L,280,AUTO OWNERS GRP,"4,401,450",0.03%
122,L,62928,EMC NATL LIFE CO,"4,250,861",0.03%
123,L,690,CENTRAL STATES GRP,"4,199,394",0.03%
124,L,535,COLUMBIAN LIFE GRP,"4,002,881",0.03%
125,L,71404,CONTINENTAL GEN INS CO,"3,902,383",0.03%
1,L,304,PRUDENTIAL OF AMER GRP,"118,813,251",8.23%
2,L,826,NEW YORK LIFE GRP,"67,827,261",4.70%
3,L,468,AEGON US HOLDING GRP,"57,733,340",4.00%
4,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"53,348,645",3.70%
5,L,860,NORTHWESTERN MUT GRP,"52,206,094",3.62%
6,L,707,UNITEDHEALTH GRP,"50,440,642",3.50%
7,L,901,CIGNA HLTH GRP,"45,732,770",3.17%
8,L,20,LINCOLN NATL GRP,"44,553,448",3.09%
9,L,431,SAMMONS ENTERPRISES GRP,"43,473,935",3.01%
10,L,918,JACKSON NATL GRP,"42,074,964",2.92%
11,L,435,MASS MUT LIFE INS GRP,"36,822,479",2.55%
12,L,12,AMERICAN INTL GRP,"36,476,995",2.53%
13,L,332,PRINCIPAL FIN GRP,"33,177,250",2.30%
14,L,904,JOHN HANCOCK GRP,"32,617,749",2.26%
15,L,4832,VOYA FINANCIAL GRP,"30,988,436",2.15%
16,L,761,ALLIANZ INS GRP,"30,832,022",2.14%
17,L,1,AETNA GRP,"30,676,722",2.13%
18,L,1216,TIAA FAMILY GRP,"30,609,351",2.12%
19,L,513,IOWA FARM BUREAU GRP,"27,068,223",1.88%
20,L,370,AFLAC GRP,"25,986,370",1.80%
21,L,241,METROPOLITAN GRP,"24,731,314",1.71%
22,L,140,NATIONWIDE CORP GRP,"23,949,104",1.66%
23,L,565,UNUMPROVIDENT CORP GRP,"23,210,960",1.61%
24,L,429,GUARDIAN LIFE GRP,"23,180,823",1.61%
25,L,261,MUTUAL OF OMAHA GRP,"21,942,382",1.52%
26,L,176,STATE FARM GRP,"21,557,952",1.49%
27,L,769,GREAT WEST GRP,"20,712,551",1.44%
28,L,4,AMERIPRISE FIN GRP,"19,228,067",1.33%
29,L,91,HARTFORD FIRE & CAS GRP,"18,857,164",1.31%
30,L,233,CNO FINANCIAL GRP,"16,983,790",1.18%
31,L,4855,SUMITOMO LIFE INS GRP,"16,508,424",1.14%
32,L,709,PACIFIC LIFE GRP,"16,229,608",1.12%
33,L,869,MINNESOTA MUT GRP,"15,967,301",1.11%
34,L,4734,ATHENE GRP,"15,496,312",1.07%
35,L,2658,AMERICAN EQUITY INVESTMENT GRP,"13,351,145",0.93%
36,L,4011,GENWORTH FIN GRP,"13,056,334",0.90%
37,L,1348,MEIJI YASUDA LIFE INS GRP,"12,310,828",0.85%
38,L,290,TORCHMARK CORP GRP,"10,867,084",0.75%
39,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"9,796,119",0.68%
40,L,306,CUNA MUT GRP,"9,565,890",0.66%
41,L,458,PROTECTIVE LIFE INS GRP,"9,007,677",0.62%
42,L,968,AXA INS GRP,"8,106,099",0.56%
43,L,19,ASSURANT INC GRP,"7,946,646",0.55%
44,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"7,633,843",0.53%
45,L,661,BCBS OF SC GRP,"7,323,298",0.51%
46,L,704,OHIO NATL LIFE GRP,"6,287,813",0.44%
47,L,212,ZURICH INS GRP,"6,108,891",0.42%
48,L,4824,ADVANTAGE CAPITAL GRP,"5,936,763",0.41%
49,L,3891,GOLDMAN SACHS GRP,"5,213,740",0.36%
50,L,62510,EQUITRUST LIFE INS CO,"5,012,829",0.35%
51,L,3098,TOKIO MARINE HOLDINGS INC GRP,"4,937,619",0.34%
52,L,84,AMERICAN FINANCIAL GRP,"4,890,053",0.34%
53,L,408,AMERICAN NATL FIN GRP,"4,452,231",0.31%
54,L,549,SUN LIFE ASSUR CO OF CN GRP,"4,374,542",0.30%
55,F,58033,KNIGHTS OF COLUMBUS,"4,264,152",0.30%
56,L,619,ONEAMERICA FIN PARTNERS GRP,"3,754,555",0.26%
57,L,850,PENN MUT GRP,"3,645,019",0.25%
58,L,4483,NESTLE SA GRP,"3,632,835",0.25%
59,L,4731,HARBINGER GRP,"3,508,807",0.24%
60,L,67326,OLD SURETY LIFE INS CO,"3,430,929",0.24%
61,L,943,AMERITAS MUT HOLDING GRP,"3,350,697",0.23%
62,L,836,WEST SOUTHERN GRP,"3,158,814",0.22%
63,F,56499,ASSURED LIFE ASSN,"3,077,964",0.21%
64,L,98,WR BERKLEY CORP GRP,"3,023,038",0.21%
65,L,839,WESTBRIDGE CAPITAL GRP,"3,012,090",0.21%
66,L,300,HORACE MANN GRP,"2,979,243",0.21%
67,L,4815,RESOLUTION LIFE GRP,"2,806,083",0.19%
68,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"2,746,735",0.19%
69,L,626,CHUBB LTD GRP,"2,707,289",0.19%
70,L,111,LIBERTY MUT GRP,"2,424,603",0.17%
71,L,62952,EQUITABLE LIFE & CAS INS CO,"2,414,937",0.17%
72,L,4750,PRIMERICA GRP,"2,410,087",0.17%
73,L,4736,GGC GRP,"2,378,762",0.16%
74,L,588,KANSAS CITY LIFE INS GRP,"2,352,924",0.16%
75,L,1117,MANHATTAN LIFE GRP,"2,302,465",0.16%
76,L,3527,AMERICAN ENTERPRISE MUT GRP,"2,267,699",0.16%
77,L,330,AMERICAN FIDELITY CORP GRP,"2,115,731",0.15%
78,L,8,ALLSTATE INS GRP,"2,027,691",0.14%
79,L,4853,AAA LIFE GRP,"1,995,236",0.14%
80,L,169,SENTRY INS GRP,"1,887,829",0.13%
81,L,981,FIDELITY INVESTMENT INS & ANN GRP,"1,861,610",0.13%
82,L,872,BANNER LIFE GRP,"1,836,758",0.13%
83,L,812,HIGHMARK GRP,"1,789,713",0.12%
84,L,587,ATLANTIC AMER GRP,"1,667,788",0.12%
85,L,244,CINCINNATI FIN GRP,"1,628,368",0.11%
86,L,248,UNITED FIRE & CAS GRP,"1,600,026",0.11%
87,L,66850,NATIONAL WESTERN LIFE INS CO,"1,562,598",0.11%
88,L,4836,JEFFERSON NATIONAL GRP,"1,519,629",0.11%
89,L,4862,ASSURITY GRP,"1,506,953",0.10%
90,F,56383,ORDER OF UNITED COMMERCIAL TRAVELERS,"1,342,732",0.09%
91,L,88668,MUTUAL OF AMER LIFE INS CO,"1,218,336",0.08%
92,L,634,NATIONAL LIFE GRP,"1,194,301",0.08%
93,L,450,GENEVE HOLDINGS INC GRP,"1,052,178",0.07%
94,L,90638,BEST LIFE & HLTH INS CO,"968,233",0.07%
95,L,449,FINANCIAL HOLDINGS GRP,"965,940",0.07%
96,L,1280,GREAT WESTERN CO GRP,"910,639",0.06%
97,L,917,HCSC GRP,"888,212",0.06%
98,L,65927,LINCOLN HERITAGE LIFE INS CO,"875,734",0.06%
99,L,71404,CONTINENTAL GEN INS CO,"874,298",0.06%
100,L,2878,UNITED HERITAGE MUT GRP,"780,973",0.05%
101,L,367,PHYSICIANS MUT GRP,"779,372",0.05%
102,F,57088,DEGREE OF HONOR PROTECTIVE ASSN,"705,375",0.05%
103,L,4716,FORTRESS GRP,"690,862",0.05%
104,L,1207,CAMBIA HEALTH SOLUTIONS INC,"663,501",0.05%
105,L,77879,5 STAR LIFE INS CO,"627,754",0.04%
106,L,276,TRUSTMARK MUT HOLDING CO GRP,"566,565",0.04%
107,L,690,CENTRAL STATES GRP,"482,339",0.03%
108,L,525,PAN AMER LIFE GRP,"479,312",0.03%
109,F,57142,SONS OF NORWAY,"455,878",0.03%
110,L,150,OLD REPUBLIC GRP,"441,949",0.03%
111,L,574,AMERCO CORP GRP,"431,624",0.03%
112,L,81779,INDIVIDUAL ASSUR CO LIFE HLTH & ACC,"412,466",0.03%
113,L,84174,ELCO MUT LIFE & ANN,"410,178",0.03%
114,L,50,COUNTRY INS & FIN SERV GRP,"404,293",0.03%
115,L,1186,LIFETIME HLTHCARE GRP,"401,272",0.03%
116,L,4213,WILTON RE GRP,"394,390",0.03%
117,L,687,GUARANTEE TRUST GRP,"387,878",0.03%
118,L,76325,SENIOR HLTH INS CO OF PA,"382,119",0.03%
119,L,69132,STATE MUT INS CO,"380,703",0.03%
120,L,4794,DELAWARE LIFE HOLDING GRP,"371,955",0.03%
121,L,62928,EMC NATL LIFE CO,"362,838",0.03%
122,L,2538,AMTRUST NGH GRP,"352,143",0.02%
123,L,264,HEALTHMARKETS GRP,"321,175",0.02%
124,L,63290,FIDELITY LIFE ASSN A LEGAL RESERVE L,"319,596",0.02%
125,L,23,BCS INS GRP,"296,826",0.02%
1,L,707,UNITEDHEALTH GRP,"427,092,914",8.54%
2,L,261,MUTUAL OF OMAHA GRP,"311,457,620",6.23%
3,L,435,MASS MUT LIFE INS GRP,"301,185,386",6.02%
4,L,332,PRINCIPAL FIN GRP,"236,436,608",4.73%
5,L,943,AMERITAS MUT HOLDING GRP,"205,146,419",4.10%
6,L,904,JOHN HANCOCK GRP,"189,418,541",3.79%
7,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"159,062,829",3.18%
8,L,20,LINCOLN NATL GRP,"151,924,035",3.04%
9,L,241,METROPOLITAN GRP,"130,963,496",2.62%
10,L,860,NORTHWESTERN MUT GRP,"130,527,421",2.61%
11,L,304,PRUDENTIAL OF AMER GRP,"119,546,059",2.39%
12,L,918,JACKSON NATL GRP,"119,179,329",2.38%
13,L,1,AETNA GRP,"115,831,655",2.32%
14,L,140,NATIONWIDE CORP GRP,"113,703,901",2.27%
15,L,826,NEW YORK LIFE GRP,"102,916,925",2.06%
16,L,431,SAMMONS ENTERPRISES GRP,"94,197,359",1.88%
17,L,1216,TIAA FAMILY GRP,"89,644,774",1.79%
18,L,709,PACIFIC LIFE GRP,"82,152,983",1.64%
19,L,869,MINNESOTA MUT GRP,"80,858,049",1.62%
20,L,4832,VOYA FINANCIAL GRP,"80,050,551",1.60%
21,L,468,AEGON US HOLDING GRP,"72,760,027",1.46%
22,L,233,CNO FINANCIAL GRP,"62,092,862",1.24%
23,L,761,ALLIANZ INS GRP,"57,057,053",1.14%
24,L,619,ONEAMERICA FIN PARTNERS GRP,"52,951,702",1.06%
25,L,176,STATE FARM GRP,"49,843,779",1.00%
26,F,58033,KNIGHTS OF COLUMBUS,"49,282,567",0.99%
27,L,370,AFLAC GRP,"47,554,367",0.95%
28,L,901,CIGNA HLTH GRP,"47,496,825",0.95%
29,L,12,AMERICAN INTL GRP,"47,015,221",0.94%
30,L,513,IOWA FARM BUREAU GRP,"46,858,957",0.94%
31,L,4011,GENWORTH FIN GRP,"46,267,106",0.93%
32,L,968,AXA INS GRP,"46,160,786",0.92%
33,L,565,UNUMPROVIDENT CORP GRP,"45,199,561",0.90%
34,L,4734,ATHENE GRP,"43,513,075",0.87%
35,L,91,HARTFORD FIRE & CAS GRP,"43,361,593",0.87%
36,L,4,AMERIPRISE FIN GRP,"41,985,917",0.84%
37,L,4731,HARBINGER GRP,"37,276,504",0.75%
38,L,2658,AMERICAN EQUITY INVESTMENT GRP,"34,299,230",0.69%
39,L,769,GREAT WEST GRP,"33,576,564",0.67%
40,L,451,FIDELITY SECURITY GRP,"33,495,452",0.67%
41,L,458,PROTECTIVE LIFE INS GRP,"29,908,804",0.60%
42,L,367,PHYSICIANS MUT GRP,"29,218,270",0.58%
43,L,3891,GOLDMAN SACHS GRP,"28,761,917",0.58%
44,L,3098,TOKIO MARINE HOLDINGS INC GRP,"25,152,356",0.50%
45,L,704,OHIO NATL LIFE GRP,"22,934,092",0.46%
46,L,290,TORCHMARK CORP GRP,"22,686,959",0.45%
47,L,429,GUARDIAN LIFE GRP,"20,671,202",0.41%
48,L,4824,ADVANTAGE CAPITAL GRP,"20,520,475",0.41%
49,L,19,ASSURANT INC GRP,"19,630,724",0.39%
50,L,687,GUARANTEE TRUST GRP,"19,581,085",0.39%
51,L,4862,ASSURITY GRP,"19,239,766",0.38%
52,L,549,SUN LIFE ASSUR CO OF CN GRP,"18,823,743",0.38%
53,L,306,CUNA MUT GRP,"18,131,564",0.36%
54,L,62510,EQUITRUST LIFE INS CO,"17,325,129",0.35%
55,L,3527,AMERICAN ENTERPRISE MUT GRP,"17,234,182",0.34%
56,L,1348,MEIJI YASUDA LIFE INS GRP,"16,977,005",0.34%
57,L,1117,MANHATTAN LIFE GRP,"16,087,739",0.32%
58,L,836,WEST SOUTHERN GRP,"15,716,787",0.31%
59,L,4855,SUMITOMO LIFE INS GRP,"14,784,936",0.30%
60,L,66850,NATIONAL WESTERN LIFE INS CO,"13,781,168",0.28%
61,L,450,GENEVE HOLDINGS INC GRP,"13,647,512",0.27%
62,L,473,AMERICAN FAMILY INS GRP,"12,904,464",0.26%
63,L,84,AMERICAN FINANCIAL GRP,"12,571,155",0.25%
64,L,248,UNITED FIRE & CAS GRP,"12,454,293",0.25%
65,L,4815,RESOLUTION LIFE GRP,"12,246,426",0.24%
66,L,812,HIGHMARK GRP,"12,201,861",0.24%
67,L,62952,EQUITABLE LIFE & CAS INS CO,"11,961,964",0.24%
68,F,57541,MODERN WOODMEN OF AMER,"11,651,658",0.23%
69,L,64505,HOMESTEADERS LIFE CO,"11,481,346",0.23%
70,L,8,ALLSTATE INS GRP,"10,809,194",0.22%
71,L,4750,PRIMERICA GRP,"10,568,417",0.21%
72,L,4483,NESTLE SA GRP,"9,708,010",0.19%
73,L,661,BCBS OF SC GRP,"9,369,081",0.19%
74,L,71404,CONTINENTAL GEN INS CO,"9,302,230",0.19%
75,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"9,267,548",0.19%
76,L,300,HORACE MANN GRP,"9,228,998",0.18%
77,L,408,AMERICAN NATL FIN GRP,"8,513,452",0.17%
78,L,588,KANSAS CITY LIFE INS GRP,"8,038,119",0.16%
79,L,84174,ELCO MUT LIFE & ANN,"7,707,359",0.15%
80,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"7,566,482",0.15%
81,L,111,LIBERTY MUT GRP,"6,951,069",0.14%
82,L,212,ZURICH INS GRP,"6,949,037",0.14%
83,L,872,BANNER LIFE GRP,"6,698,766",0.13%
84,L,574,AMERCO CORP GRP,"6,560,193",0.13%
85,L,169,SENTRY INS GRP,"6,528,507",0.13%
86,L,626,CHUBB LTD GRP,"6,334,134",0.13%
87,L,4736,GGC GRP,"6,265,766",0.13%
88,L,67393,OZARK NATL LIFE INS CO,"6,074,627",0.12%
89,F,56383,ORDER OF UNITED COMMERCIAL TRAVELERS,"5,861,300",0.12%
90,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"5,505,771",0.11%
91,L,2878,UNITED HERITAGE MUT GRP,"5,193,332",0.10%
92,L,850,PENN MUT GRP,"4,425,653",0.09%
93,L,62928,EMC NATL LIFE CO,"4,370,074",0.09%
94,F,57320,WOODMEN WORLD LIFE INS SOC,"4,196,608",0.08%
95,L,98,WR BERKLEY CORP GRP,"4,075,249",0.08%
96,L,123,SHELTER INS GRP,"3,991,120",0.08%
97,L,4836,JEFFERSON NATIONAL GRP,"3,865,677",0.08%
98,L,88668,MUTUAL OF AMER LIFE INS CO,"3,775,060",0.08%
99,L,7,FEDERATED MUT GRP,"3,689,323",0.07%
100,F,57487,CATHOLIC ORDER OF FORESTERS,"3,680,607",0.07%
101,L,4794,DELAWARE LIFE HOLDING GRP,"3,672,657",0.07%
102,L,215,KEMPER CORP GRP,"3,486,487",0.07%
103,L,690,CENTRAL STATES GRP,"3,385,484",0.07%
104,L,4853,AAA LIFE GRP,"3,210,772",0.06%
105,L,63495,FORESTERS LIFE INS ANN CO,"3,104,943",0.06%
106,L,525,PAN AMER LIFE GRP,"3,082,926",0.06%
107,L,981,FIDELITY INVESTMENT INS & ANN GRP,"2,980,816",0.06%
108,L,449,FINANCIAL HOLDINGS GRP,"2,869,398",0.06%
109,L,4732,MIDWEST HOLDING GRP,"2,761,625",0.06%
110,L,11121,UNIFIED LIFE INS CO,"2,658,018",0.05%
111,L,280,AUTO OWNERS GRP,"2,515,735",0.05%
112,L,264,HEALTHMARKETS GRP,"2,444,593",0.05%
113,L,634,NATIONAL LIFE GRP,"2,429,873",0.05%
114,L,64580,ILLINOIS MUT LIFE INS CO,"2,357,460",0.05%
115,L,244,CINCINNATI FIN GRP,"2,219,576",0.04%
116,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"2,147,420",0.04%
117,L,839,WESTBRIDGE CAPITAL GRP,"2,020,657",0.04%
118,F,57657,ROYAL NEIGHBORS OF AMER,"1,971,254",0.04%
119,L,3436,LIBERTY LIFE GRP TRUST GRP,"1,907,959",0.04%
120,L,330,AMERICAN FIDELITY CORP GRP,"1,795,356",0.04%
121,F,57770,CATHOLIC HOLY FAMILY SOCIETY,"1,688,649",0.03%
122,L,150,OLD REPUBLIC GRP,"1,564,049",0.03%
123,L,1280,GREAT WESTERN CO GRP,"1,537,592",0.03%
124,F,56499,ASSURED LIFE ASSN,"1,514,673",0.03%
125,L,917,HCSC GRP,"1,443,257",0.03%
1,L,707,UNITEDHEALTH GRP,"299,243,743",6.81%
2,L,304,PRUDENTIAL OF AMER GRP,"264,073,994",6.01%
3,L,1,AETNA GRP,"241,892,883",5.51%
4,L,826,NEW YORK LIFE GRP,"224,741,636",5.12%
5,L,241,METROPOLITAN GRP,"158,932,622",3.62%
6,L,4832,VOYA FINANCIAL GRP,"155,811,704",3.55%
7,L,468,AEGON US HOLDING GRP,"146,741,363",3.34%
8,L,918,JACKSON NATL GRP,"143,731,067",3.27%
9,L,332,PRINCIPAL FIN GRP,"129,884,463",2.96%
10,L,12,AMERICAN INTL GRP,"127,155,083",2.89%
11,L,435,MASS MUT LIFE INS GRP,"125,577,321",2.86%
12,L,761,ALLIANZ INS GRP,"124,399,651",2.83%
13,L,1216,TIAA FAMILY GRP,"104,057,749",2.37%
14,L,901,CIGNA HLTH GRP,"97,424,758",2.22%
15,L,20,LINCOLN NATL GRP,"95,404,613",2.17%
16,L,904,JOHN HANCOCK GRP,"85,208,734",1.94%
17,L,91,HARTFORD FIRE & CAS GRP,"84,021,911",1.91%
18,L,431,SAMMONS ENTERPRISES GRP,"83,058,801",1.89%
19,L,140,NATIONWIDE CORP GRP,"77,683,779",1.77%
20,L,709,PACIFIC LIFE GRP,"76,290,312",1.74%
21,L,968,AXA INS GRP,"75,701,287",1.72%
22,L,429,GUARDIAN LIFE GRP,"65,689,934",1.50%
23,L,4,AMERIPRISE FIN GRP,"59,393,149",1.35%
24,L,860,NORTHWESTERN MUT GRP,"53,855,560",1.23%
25,L,370,AFLAC GRP,"49,539,823",1.13%
26,L,565,UNUMPROVIDENT CORP GRP,"48,104,599",1.10%
27,L,1348,MEIJI YASUDA LIFE INS GRP,"46,148,760",1.05%
28,L,176,STATE FARM GRP,"46,125,230",1.05%
29,L,634,NATIONAL LIFE GRP,"43,615,787",0.99%
30,L,2658,AMERICAN EQUITY INVESTMENT GRP,"43,605,664",0.99%
31,L,549,SUN LIFE ASSUR CO OF CN GRP,"41,660,984",0.95%
32,L,261,MUTUAL OF OMAHA GRP,"41,508,280",0.94%
33,L,4731,HARBINGER GRP,"39,491,363",0.90%
34,L,869,MINNESOTA MUT GRP,"39,161,027",0.89%
35,L,4734,ATHENE GRP,"36,226,665",0.82%
36,L,4855,SUMITOMO LIFE INS GRP,"35,444,843",0.81%
37,L,330,AMERICAN FIDELITY CORP GRP,"34,535,329",0.79%
38,L,3891,GOLDMAN SACHS GRP,"34,441,253",0.78%
39,L,408,AMERICAN NATL FIN GRP,"31,760,199",0.72%
40,L,943,AMERITAS MUT HOLDING GRP,"30,233,391",0.69%
41,L,19,ASSURANT INC GRP,"29,267,339",0.67%
42,L,4011,GENWORTH FIN GRP,"28,364,369",0.65%
43,L,84,AMERICAN FINANCIAL GRP,"28,348,336",0.65%
44,L,769,GREAT WEST GRP,"28,005,538",0.64%
45,L,212,ZURICH INS GRP,"24,823,289",0.57%
