rank,type_,code,name,premium,share
20,L,4011,GENWORTH FIN GRP,"16,863,436",1.43%
21,L,943,AMERITAS MUT HOLDING GRP,"16,065,360",1.36%
22,L,12,AMERICAN INTL GRP,"15,230,401",1.29%
23,L,91,HARTFORD FIRE & CAS GRP,"14,778,146",1.25%
24,L,4862,ASSURITY GRP,"13,493,171",1.14%
25,L,473,AMERICAN FAMILY INS GRP,"12,595,589",1.07%
26,L,4832,VOYA FINANCIAL GRP,"12,198,347",1.03%
27,L,901,CIGNA HLTH GRP,"12,030,772",1.02%
28,L,565,UNUMPROVIDENT CORP GRP,"11,690,611",0.99%
29,L,290,TORCHMARK CORP GRP,"11,076,286",0.94%
30,L,64505,HOMESTEADERS LIFE CO,"10,712,348",0.91%
31,L,4750,PRIMERICA GRP,"10,555,436",0.89%
32,L,4855,SUMITOMO LIFE INS GRP,"10,087,611",0.85%
33,L,1,AETNA GRP,"9,326,918",0.79%
34,L,704,OHIO NATL LIFE GRP,"9,235,289",0.78%
35,L,4815,RESOLUTION LIFE GRP,"9,197,760",0.78%
36,L,968,AXA INS GRP,"9,072,557",0.77%
37,L,429,GUARDIAN LIFE GRP,"8,927,371",0.76%
38,L,918,JACKSON NATL GRP,"8,147,035",0.69%
39,L,872,BANNER LIFE GRP,"6,502,289",0.55%
40,L,212,ZURICH INS GRP,"6,200,987",0.53%
41,L,4,AMERIPRISE FIN GRP,"6,093,543",0.52%
42,L,4734,ATHENE GRP,"6,055,899",0.51%
43,L,67393,OZARK NATL LIFE INS CO,"6,052,696",0.51%
44,L,549,SUN LIFE ASSUR CO OF CN GRP,"5,827,528",0.49%
45,L,836,WEST SOUTHERN GRP,"5,826,161",0.49%
46,L,233,CNO FINANCIAL GRP,"5,611,882",0.48%
47,L,248,UNITED FIRE & CAS GRP,"5,086,045",0.43%
48,L,2878,UNITED HERITAGE MUT GRP,"5,042,472",0.43%
49,L,62510,EQUITRUST LIFE INS CO,"4,990,577",0.42%
50,L,1216,TIAA FAMILY GRP,"4,855,177",0.41%
51,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"4,024,030",0.34%
52,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"3,919,949",0.33%
53,L,850,PENN MUT GRP,"3,826,137",0.32%
54,L,619,ONEAMERICA FIN PARTNERS GRP,"3,704,758",0.31%
55,L,19,ASSURANT INC GRP,"3,660,195",0.31%
56,L,306,CUNA MUT GRP,"3,615,960",0.31%
57,L,367,PHYSICIANS MUT GRP,"3,552,014",0.30%
58,L,123,SHELTER INS GRP,"3,532,505",0.30%
59,L,588,KANSAS CITY LIFE INS GRP,"3,501,702",0.30%
60,L,111,LIBERTY MUT GRP,"3,207,321",0.27%
61,L,761,ALLIANZ INS GRP,"3,136,864",0.27%
62,L,8,ALLSTATE INS GRP,"3,111,434",0.26%
63,F,57541,MODERN WOODMEN OF AMER,"3,010,867",0.26%
64,L,62928,EMC NATL LIFE CO,"2,972,616",0.25%
65,L,1348,MEIJI YASUDA LIFE INS GRP,"2,759,466",0.23%
66,L,4736,GGC GRP,"2,684,851",0.23%
67,L,4853,AAA LIFE GRP,"2,602,667",0.22%
68,L,300,HORACE MANN GRP,"2,515,356",0.21%
69,L,7,FEDERATED MUT GRP,"2,500,061",0.21%
70,F,57320,WOODMEN WORLD LIFE INS SOC,"2,488,099",0.21%
71,L,3098,TOKIO MARINE HOLDINGS INC GRP,"2,317,404",0.20%
72,L,525,PAN AMER LIFE GRP,"2,273,919",0.19%
73,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"2,137,294",0.18%
74,L,244,CINCINNATI FIN GRP,"2,114,329",0.18%
75,L,4483,NESTLE SA GRP,"2,082,306",0.18%
76,F,57487,CATHOLIC ORDER OF FORESTERS,"1,891,742",0.16%
77,L,769,GREAT WEST GRP,"1,881,047",0.16%
78,L,634,NATIONAL LIFE GRP,"1,877,490",0.16%
79,L,3891,GOLDMAN SACHS GRP,"1,740,324",0.15%
80,L,450,GENEVE HOLDINGS INC GRP,"1,639,408",0.14%
81,L,1280,GREAT WESTERN CO GRP,"1,515,242",0.13%
82,L,4732,MIDWEST HOLDING GRP,"1,460,854",0.12%
83,L,690,CENTRAL STATES GRP,"1,302,494",0.11%
84,F,57770,CATHOLIC HOLY FAMILY SOCIETY,"1,292,045",0.11%
85,L,280,AUTO OWNERS GRP,"1,272,306",0.11%
86,L,408,AMERICAN NATL FIN GRP,"1,233,881",0.10%
87,L,71404,CONTINENTAL GEN INS CO,"1,151,670",0.10%
88,L,370,AFLAC GRP,"1,136,729",0.10%
89,L,4213,WILTON RE GRP,"1,118,913",0.09%
90,L,60542,AMERICAN HOME LIFE INS CO,"1,011,499",0.09%
91,L,65927,LINCOLN HERITAGE LIFE INS CO,"943,722",0.08%
92,L,4731,HARBINGER GRP,"932,034",0.08%
93,L,87920,LOCOMOTIVE ENGINEERS & CONDUCTORS MU,"902,068",0.08%
94,L,917,HCSC GRP,"882,423",0.07%
95,F,58017,WESTERN FRATERNAL LIFE ASSN,"879,675",0.07%
96,L,66850,NATIONAL WESTERN LIFE INS CO,"865,440",0.07%
97,L,707,UNITEDHEALTH GRP,"852,358",0.07%
98,L,449,FINANCIAL HOLDINGS GRP,"820,034",0.07%
99,L,77879,5 STAR LIFE INS CO,"793,546",0.07%
100,L,64580,ILLINOIS MUT LIFE INS CO,"766,754",0.06%
101,L,3527,AMERICAN ENTERPRISE MUT GRP,"766,126",0.06%
102,L,574,AMERCO CORP GRP,"760,981",0.06%
103,F,57657,ROYAL NEIGHBORS OF AMER,"708,454",0.06%
104,L,535,COLUMBIAN LIFE GRP,"666,671",0.06%
105,L,63290,FIDELITY LIFE ASSN A LEGAL RESERVE L,"614,059",0.05%
106,L,63819,UNITY FINANCIAL LIFE INS CO,"545,409",0.05%
107,L,61212,BALTIMORE LIFE INS CO,"544,758",0.05%
108,L,60445,SAGICOR LIFE INS CO,"528,650",0.04%
109,L,1117,MANHATTAN LIFE GRP,"526,603",0.04%
110,L,63495,FORESTERS LIFE INS ANN CO,"507,001",0.04%
111,L,74233,FIRST NATL LIFE INS CO OF USA,"501,406",0.04%
112,L,4553,SAVINGS BANK LIFE GRP,"496,866",0.04%
113,L,581,BOSTON MUT GRP,"485,411",0.04%
114,F,56332,FIRST CATH SLOVAK LADIES ASSN USA,"418,574",0.04%
115,F,58009,POLICE & FIREMENS INS ASSN,"375,735",0.03%
116,L,4716,FORTRESS GRP,"356,747",0.03%
117,L,264,HEALTHMARKETS GRP,"355,356",0.03%
118,L,62952,EQUITABLE LIFE & CAS INS CO,"342,262",0.03%
119,L,315,INDUSTRIAL ALLIANCE GRP,"336,619",0.03%
120,L,4639,RGA INC GRP,"325,449",0.03%
121,L,661,BCBS OF SC GRP,"314,072",0.03%
122,L,84,AMERICAN FINANCIAL GRP,"304,868",0.03%
123,L,69132,STATE MUT INS CO,"302,599",0.03%
124,F,56154,GLEANER LIFE INS SOCIETY,"277,340",0.02%
125,L,626,CHUBB LTD GRP,"253,788",0.02%
1,L,826,NEW YORK LIFE GRP,"62,615,051",5.99%
2,L,241,METROPOLITAN GRP,"59,167,965",5.66%
3,L,709,PACIFIC LIFE GRP,"44,056,106",4.22%
4,L,860,NORTHWESTERN MUT GRP,"41,557,876",3.98%
5,L,304,PRUDENTIAL OF AMER GRP,"41,415,727",3.96%
6,L,468,AEGON US HOLDING GRP,"41,401,060",3.96%
7,L,176,STATE FARM GRP,"39,598,508",3.79%
8,L,904,JOHN HANCOCK GRP,"35,606,477",3.41%
9,L,20,LINCOLN NATL GRP,"33,428,955",3.20%
10,L,435,MASS MUT LIFE INS GRP,"30,765,180",2.94%
11,L,429,GUARDIAN LIFE GRP,"25,355,806",2.43%
12,L,12,AMERICAN INTL GRP,"24,193,975",2.31%
13,L,4750,PRIMERICA GRP,"22,548,125",2.16%
14,L,4832,VOYA FINANCIAL GRP,"22,464,161",2.15%
15,L,212,ZURICH INS GRP,"22,365,343",2.14%
16,L,140,NATIONWIDE CORP GRP,"21,755,419",2.08%
17,L,968,AXA INS GRP,"21,654,173",2.07%
18,L,869,MINNESOTA MUT GRP,"21,604,801",2.07%
19,L,431,SAMMONS ENTERPRISES GRP,"17,523,535",1.68%
20,L,850,PENN MUT GRP,"16,967,620",1.62%
21,L,332,PRINCIPAL FIN GRP,"16,359,270",1.57%
22,L,634,NATIONAL LIFE GRP,"15,678,067",1.50%
23,L,4815,RESOLUTION LIFE GRP,"15,202,797",1.45%
24,L,458,PROTECTIVE LIFE INS GRP,"14,971,623",1.43%
25,L,290,TORCHMARK CORP GRP,"14,005,440",1.34%
26,L,1348,MEIJI YASUDA LIFE INS GRP,"13,582,302",1.30%
27,L,91,HARTFORD FIRE & CAS GRP,"13,504,666",1.29%
28,L,261,MUTUAL OF OMAHA GRP,"13,099,241",1.25%
29,L,19,ASSURANT INC GRP,"12,873,834",1.23%
30,L,943,AMERITAS MUT HOLDING GRP,"12,546,295",1.20%
31,L,565,UNUMPROVIDENT CORP GRP,"12,289,203",1.18%
32,L,549,SUN LIFE ASSUR CO OF CN GRP,"11,055,145",1.06%
33,L,4,AMERIPRISE FIN GRP,"10,994,233",1.05%
34,L,408,AMERICAN NATL FIN GRP,"10,166,163",0.97%
35,L,4011,GENWORTH FIN GRP,"10,011,627",0.96%
36,L,761,ALLIANZ INS GRP,"9,962,639",0.95%
37,L,50,COUNTRY INS & FIN SERV GRP,"9,000,942",0.86%
38,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"8,917,789",0.85%
39,L,1,AETNA GRP,"8,179,730",0.78%
40,L,4853,AAA LIFE GRP,"7,852,565",0.75%
41,L,901,CIGNA HLTH GRP,"7,605,538",0.73%
42,L,3891,GOLDMAN SACHS GRP,"7,195,139",0.69%
43,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"6,431,785",0.62%
44,L,918,JACKSON NATL GRP,"6,233,550",0.60%
45,L,8,ALLSTATE INS GRP,"6,205,792",0.59%
46,L,872,BANNER LIFE GRP,"5,971,435",0.57%
47,L,4731,HARBINGER GRP,"5,582,901",0.53%
48,L,111,LIBERTY MUT GRP,"5,483,650",0.52%
49,L,4855,SUMITOMO LIFE INS GRP,"5,179,188",0.50%
50,L,473,AMERICAN FAMILY INS GRP,"4,986,006",0.48%
51,F,58033,KNIGHTS OF COLUMBUS,"4,862,711",0.47%
52,L,233,CNO FINANCIAL GRP,"4,474,880",0.43%
53,L,4213,WILTON RE GRP,"4,360,357",0.42%
54,L,619,ONEAMERICA FIN PARTNERS GRP,"4,200,041",0.40%
55,L,704,OHIO NATL LIFE GRP,"3,772,924",0.36%
56,L,306,CUNA MUT GRP,"3,748,033",0.36%
57,L,1216,TIAA FAMILY GRP,"3,412,181",0.33%
58,L,581,BOSTON MUT GRP,"3,396,043",0.32%
59,L,707,UNITEDHEALTH GRP,"3,031,133",0.29%
60,L,4483,NESTLE SA GRP,"2,863,065",0.27%
61,L,588,KANSAS CITY LIFE INS GRP,"2,785,756",0.27%
62,L,65927,LINCOLN HERITAGE LIFE INS CO,"2,716,797",0.26%
63,L,836,WEST SOUTHERN GRP,"2,659,559",0.25%
64,L,330,AMERICAN FIDELITY CORP GRP,"2,638,745",0.25%
65,L,769,GREAT WEST GRP,"2,574,681",0.25%
66,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"2,501,279",0.24%
67,L,4736,GGC GRP,"2,403,357",0.23%
68,L,449,FINANCIAL HOLDINGS GRP,"2,270,193",0.22%
69,L,615,BENEFICIAL LIFE GRP,"2,179,648",0.21%
70,L,77879,5 STAR LIFE INS CO,"1,825,287",0.17%
71,L,370,AFLAC GRP,"1,708,928",0.16%
72,L,367,PHYSICIANS MUT GRP,"1,655,191",0.16%
73,L,300,HORACE MANN GRP,"1,554,873",0.15%
74,L,671,ANTHEM INC GRP,"1,551,264",0.15%
75,L,62510,EQUITRUST LIFE INS CO,"1,506,555",0.14%
76,L,525,PAN AMER LIFE GRP,"1,287,667",0.12%
77,L,781,UNION LABOR GRP,"1,258,817",0.12%
78,L,3098,TOKIO MARINE HOLDINGS INC GRP,"1,234,051",0.12%
79,L,315,INDUSTRIAL ALLIANCE GRP,"1,221,670",0.12%
80,L,63290,FIDELITY LIFE ASSN A LEGAL RESERVE L,"1,142,097",0.11%
81,L,276,TRUSTMARK MUT HOLDING CO GRP,"1,128,537",0.11%
82,L,64505,HOMESTEADERS LIFE CO,"1,076,711",0.10%
83,L,4734,ATHENE GRP,"1,050,484",0.10%
84,L,4862,ASSURITY GRP,"1,050,014",0.10%
85,L,801,DIRECTORS INVESTMENT GRP,"1,026,114",0.10%
86,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"938,180",0.09%
87,L,66850,NATIONAL WESTERN LIFE INS CO,"863,150",0.08%
88,L,4553,SAVINGS BANK LIFE GRP,"831,582",0.08%
89,L,68772,SECURITY MUT LIFE INS CO OF NY,"645,498",0.06%
90,L,84,AMERICAN FINANCIAL GRP,"634,981",0.06%
91,L,1280,GREAT WESTERN CO GRP,"569,221",0.05%
92,L,535,COLUMBIAN LIFE GRP,"562,010",0.05%
93,L,69310,SURETY LIFE INS CO,"550,603",0.05%
94,L,244,CINCINNATI FIN GRP,"505,457",0.05%
95,F,57657,ROYAL NEIGHBORS OF AMER,"458,877",0.04%
96,F,57320,WOODMEN WORLD LIFE INS SOC,"455,005",0.04%
97,L,61212,BALTIMORE LIFE INS CO,"363,651",0.03%
98,L,4725,ENSTAR GRP,"362,172",0.03%
99,L,264,HEALTHMARKETS GRP,"360,656",0.03%
100,L,574,AMERCO CORP GRP,"326,391",0.03%
101,L,28,AMICA MUT GRP,"306,966",0.03%
102,L,513,IOWA FARM BUREAU GRP,"304,562",0.03%
103,L,4827,SOUTHLAND NATL HOLDING GRP,"292,691",0.03%
104,L,4712,GPM LIFE GRP,"282,999",0.03%
105,L,626,CHUBB LTD GRP,"269,001",0.03%
106,L,7,FEDERATED MUT GRP,"258,052",0.02%
107,L,542,INDIANA FARM BUREAU GRP,"245,600",0.02%
108,L,3527,AMERICAN ENTERPRISE MUT GRP,"216,008",0.02%
109,L,2878,UNITED HERITAGE MUT GRP,"212,513",0.02%
110,L,4824,ADVANTAGE CAPITAL GRP,"207,303",0.02%
111,F,57541,MODERN WOODMEN OF AMER,"193,721",0.02%
112,L,1117,MANHATTAN LIFE GRP,"183,913",0.02%
113,L,64580,ILLINOIS MUT LIFE INS CO,"180,878",0.02%
114,L,123,SHELTER INS GRP,"180,060",0.02%
115,L,87920,LOCOMOTIVE ENGINEERS & CONDUCTORS MU,"168,843",0.02%
116,L,4794,DELAWARE LIFE HOLDING GRP,"161,671",0.02%
117,L,78662,SENIOR LIFE INS CO,"161,217",0.02%
118,L,454,SECURITY NATL GRP,"160,578",0.02%
119,L,4877,TWA & AMFI CORP GRP,"138,141",0.01%
120,L,917,HCSC GRP,"131,460",0.01%
121,L,62952,EQUITABLE LIFE & CAS INS CO,"130,908",0.01%
122,L,839,WESTBRIDGE CAPITAL GRP,"124,663",0.01%
123,L,119,HUMANA GRP,"121,350",0.01%
124,L,60542,AMERICAN HOME LIFE INS CO,"116,435",0.01%
125,L,90638,BEST LIFE & HLTH INS CO,"114,900",0.01%
1,L,241,METROPOLITAN GRP,"53,723,160",8.70%
2,L,860,NORTHWESTERN MUT GRP,"52,505,377",8.50%
3,L,20,LINCOLN NATL GRP,"41,894,082",6.78%
4,L,304,PRUDENTIAL OF AMER GRP,"37,592,898",6.09%
5,L,826,NEW YORK LIFE GRP,"33,073,683",5.36%
6,L,435,MASS MUT LIFE INS GRP,"29,065,505",4.71%
7,L,904,JOHN HANCOCK GRP,"20,975,643",3.40%
8,L,429,GUARDIAN LIFE GRP,"20,947,651",3.39%
9,L,91,HARTFORD FIRE & CAS GRP,"13,793,017",2.23%
10,L,4553,SAVINGS BANK LIFE GRP,"12,656,032",2.05%
11,L,4,AMERIPRISE FIN GRP,"12,525,129",2.03%
12,L,468,AEGON US HOLDING GRP,"11,069,124",1.79%
13,L,176,STATE FARM GRP,"10,744,053",1.74%
14,L,4011,GENWORTH FIN GRP,"10,501,865",1.70%
15,L,12,AMERICAN INTL GRP,"10,461,257",1.69%
16,L,869,MINNESOTA MUT GRP,"10,308,282",1.67%
17,L,111,LIBERTY MUT GRP,"10,082,311",1.63%
18,L,901,CIGNA HLTH GRP,"9,727,882",1.58%
19,L,458,PROTECTIVE LIFE INS GRP,"9,595,026",1.55%
20,L,4750,PRIMERICA GRP,"9,043,440",1.46%
21,L,704,OHIO NATL LIFE GRP,"8,274,474",1.34%
22,L,431,SAMMONS ENTERPRISES GRP,"8,044,856",1.30%
23,L,565,UNUMPROVIDENT CORP GRP,"7,771,075",1.26%
24,L,4832,VOYA FINANCIAL GRP,"7,638,966",1.24%
25,L,769,GREAT WEST GRP,"7,185,360",1.16%
26,L,261,MUTUAL OF OMAHA GRP,"6,716,893",1.09%
27,L,306,CUNA MUT GRP,"5,855,439",0.95%
28,L,4815,RESOLUTION LIFE GRP,"5,729,746",0.93%
29,L,872,BANNER LIFE GRP,"5,701,977",0.92%
30,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"5,422,812",0.88%
31,L,1216,TIAA FAMILY GRP,"5,075,593",0.82%
32,L,549,SUN LIFE ASSUR CO OF CN GRP,"4,874,093",0.79%
33,L,634,NATIONAL LIFE GRP,"4,844,214",0.78%
34,L,233,CNO FINANCIAL GRP,"4,675,951",0.76%
35,L,290,TORCHMARK CORP GRP,"4,553,377",0.74%
36,L,968,AXA INS GRP,"4,477,472",0.73%
37,L,140,NATIONWIDE CORP GRP,"4,407,117",0.71%
38,L,332,PRINCIPAL FIN GRP,"4,391,570",0.71%
39,F,58033,KNIGHTS OF COLUMBUS,"4,361,827",0.71%
40,L,709,PACIFIC LIFE GRP,"4,279,404",0.69%
41,L,535,COLUMBIAN LIFE GRP,"3,587,546",0.58%
42,L,4736,GGC GRP,"3,576,467",0.58%
43,L,671,ANTHEM INC GRP,"3,520,057",0.57%
44,L,619,ONEAMERICA FIN PARTNERS GRP,"3,228,936",0.52%
45,L,4853,AAA LIFE GRP,"3,159,766",0.51%
46,L,918,JACKSON NATL GRP,"3,133,322",0.51%
47,L,850,PENN MUT GRP,"3,117,666",0.50%
48,L,761,ALLIANZ INS GRP,"2,917,040",0.47%
49,L,8,ALLSTATE INS GRP,"2,822,381",0.46%
50,L,28,AMICA MUT GRP,"2,763,232",0.45%
51,L,1348,MEIJI YASUDA LIFE INS GRP,"2,705,722",0.44%
52,L,62510,EQUITRUST LIFE INS CO,"2,696,845",0.44%
53,L,408,AMERICAN NATL FIN GRP,"2,642,892",0.43%
54,L,836,WEST SOUTHERN GRP,"2,616,855",0.42%
55,L,1,AETNA GRP,"2,610,448",0.42%
56,L,3098,TOKIO MARINE HOLDINGS INC GRP,"2,132,399",0.35%
57,L,19,ASSURANT INC GRP,"2,113,219",0.34%
58,L,3891,GOLDMAN SACHS GRP,"2,081,286",0.34%
59,L,943,AMERITAS MUT HOLDING GRP,"2,002,737",0.32%
60,L,300,HORACE MANN GRP,"1,586,544",0.26%
61,L,4731,HARBINGER GRP,"1,575,558",0.26%
62,L,4855,SUMITOMO LIFE INS GRP,"1,513,419",0.25%
63,L,4483,NESTLE SA GRP,"1,410,301",0.23%
64,L,581,BOSTON MUT GRP,"1,409,625",0.23%
65,L,11121,UNIFIED LIFE INS CO,"1,262,830",0.20%
66,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"1,233,613",0.20%
67,L,370,AFLAC GRP,"1,176,157",0.19%
68,L,449,FINANCIAL HOLDINGS GRP,"1,102,985",0.18%
69,F,57541,MODERN WOODMEN OF AMER,"1,073,455",0.17%
70,L,450,GENEVE HOLDINGS INC GRP,"985,898",0.16%
71,L,65927,LINCOLN HERITAGE LIFE INS CO,"964,838",0.16%
72,L,77879,5 STAR LIFE INS CO,"747,138",0.12%
73,L,63290,FIDELITY LIFE ASSN A LEGAL RESERVE L,"713,471",0.12%
74,L,707,UNITEDHEALTH GRP,"710,782",0.12%
75,L,367,PHYSICIANS MUT GRP,"705,696",0.11%
76,L,626,CHUBB LTD GRP,"694,637",0.11%
77,L,4734,ATHENE GRP,"588,510",0.10%
78,L,212,ZURICH INS GRP,"579,689",0.09%
79,L,525,PAN AMER LIFE GRP,"526,907",0.09%
80,L,917,HCSC GRP,"503,968",0.08%
81,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"443,360",0.07%
82,L,661,BCBS OF SC GRP,"438,194",0.07%
83,L,4213,WILTON RE GRP,"434,886",0.07%
84,L,244,CINCINNATI FIN GRP,"434,571",0.07%
85,L,68772,SECURITY MUT LIFE INS CO OF NY,"366,230",0.06%
86,L,276,TRUSTMARK MUT HOLDING CO GRP,"356,618",0.06%
87,L,1211,NATIONAL GUARDIAN LIFE INS GRP,"356,525",0.06%
88,L,690,CENTRAL STATES GRP,"350,263",0.06%
89,L,264,HEALTHMARKETS GRP,"345,585",0.06%
90,L,169,SENTRY INS GRP,"277,466",0.04%
91,L,4862,ASSURITY GRP,"229,143",0.04%
92,L,4877,TWA & AMFI CORP GRP,"226,532",0.04%
93,L,84,AMERICAN FINANCIAL GRP,"223,244",0.04%
94,L,344,CHURCH PENSION FUND GRP,"220,170",0.04%
95,L,66850,NATIONAL WESTERN LIFE INS CO,"216,053",0.03%
96,F,57487,CATHOLIC ORDER OF FORESTERS,"213,931",0.03%
97,L,4712,GPM LIFE GRP,"206,392",0.03%
98,L,687,GUARANTEE TRUST GRP,"199,934",0.03%
99,L,981,FIDELITY INVESTMENT INS & ANN GRP,"196,399",0.03%
100,L,330,AMERICAN FIDELITY CORP GRP,"189,587",0.03%
101,L,61212,BALTIMORE LIFE INS CO,"179,869",0.03%
102,L,4716,FORTRESS GRP,"164,819",0.03%
103,L,588,KANSAS CITY LIFE INS GRP,"155,928",0.03%
104,L,64505,HOMESTEADERS LIFE CO,"148,173",0.02%
105,L,4725,ENSTAR GRP,"141,687",0.02%
106,L,69310,SURETY LIFE INS CO,"124,999",0.02%
107,L,781,UNION LABOR GRP,"117,569",0.02%
108,L,4764,RESERVOIR CAPITAL GRP,"109,090",0.02%
109,L,7,FEDERATED MUT GRP,"100,962",0.02%
110,L,215,KEMPER CORP GRP,"96,236",0.02%
111,F,58181,SUPREME COUNCIL THE ROYAL ARCANUM,"90,932",0.01%
112,L,350,GENERAL ELECTRIC GRP,"79,164",0.01%
113,L,4827,SOUTHLAND NATL HOLDING GRP,"76,437",0.01%
114,L,315,INDUSTRIAL ALLIANCE GRP,"72,071",0.01%
115,L,63495,FORESTERS LIFE INS ANN CO,"67,273",0.01%
116,F,56030,CATHOLIC FINANCIAL LIFE,"63,591",0.01%
117,L,1117,MANHATTAN LIFE GRP,"56,722",0.01%
118,L,150,OLD REPUBLIC GRP,"47,310",0.01%
119,L,50,COUNTRY INS & FIN SERV GRP,"44,424",0.01%
120,L,23,BCS INS GRP,"39,086",0.01%
121,L,473,AMERICAN FAMILY INS GRP,"38,594",0.01%
122,L,4794,DELAWARE LIFE HOLDING GRP,"37,975",0.01%
123,L,213,ERIE INS GRP,"36,154",0.01%
124,L,513,IOWA FARM BUREAU GRP,"34,862",0.01%
125,F,57320,WOODMEN WORLD LIFE INS SOC,"26,495",0%
1,L,304,PRUDENTIAL OF AMER GRP,"926,473,916",14.94%
2,L,241,METROPOLITAN GRP,"631,351,496",10.18%
3,L,429,GUARDIAN LIFE GRP,"390,624,929",6.30%
4,L,435,MASS MUT LIFE INS GRP,"368,401,940",5.94%
5,L,860,NORTHWESTERN MUT GRP,"342,351,029",5.52%
6,L,826,NEW YORK LIFE GRP,"328,592,393",5.30%
7,L,20,LINCOLN NATL GRP,"237,209,319",3.83%
8,L,968,AXA INS GRP,"197,039,288",3.18%
9,L,904,JOHN HANCOCK GRP,"187,087,925",3.02%
10,L,468,AEGON US HOLDING GRP,"157,894,753",2.55%
11,L,12,AMERICAN INTL GRP,"125,528,699",2.02%
12,L,869,MINNESOTA MUT GRP,"103,165,463",1.66%
13,L,140,NATIONWIDE CORP GRP,"102,676,790",1.66%
14,L,4750,PRIMERICA GRP,"88,414,733",1.43%
15,L,4832,VOYA FINANCIAL GRP,"85,818,716",1.38%
16,L,850,PENN MUT GRP,"77,156,763",1.24%
17,L,458,PROTECTIVE LIFE INS GRP,"75,770,858",1.22%
18,L,872,BANNER LIFE GRP,"73,950,772",1.19%
19,L,431,SAMMONS ENTERPRISES GRP,"70,699,714",1.14%
20,L,709,PACIFIC LIFE GRP,"70,463,047",1.14%
21,L,176,STATE FARM GRP,"66,545,849",1.07%
22,L,1,AETNA GRP,"66,521,764",1.07%
23,L,261,MUTUAL OF OMAHA GRP,"66,066,281",1.07%
24,L,332,PRINCIPAL FIN GRP,"64,626,036",1.04%
25,L,901,CIGNA HLTH GRP,"64,296,200",1.04%
26,L,91,HARTFORD FIRE & CAS GRP,"62,953,998",1.02%
27,L,4011,GENWORTH FIN GRP,"61,186,173",0.99%
28,L,4815,RESOLUTION LIFE GRP,"57,655,560",0.93%
29,L,290,TORCHMARK CORP GRP,"50,549,602",0.82%
30,L,111,LIBERTY MUT GRP,"46,147,726",0.74%
31,L,565,UNUMPROVIDENT CORP GRP,"39,095,554",0.63%
32,L,4,AMERIPRISE FIN GRP,"38,831,708",0.63%
33,L,1216,TIAA FAMILY GRP,"38,617,584",0.62%
34,L,4731,HARBINGER GRP,"38,132,909",0.62%
35,L,4736,GGC GRP,"37,909,768",0.61%
36,L,634,NATIONAL LIFE GRP,"37,353,378",0.60%
37,L,704,OHIO NATL LIFE GRP,"37,124,781",0.60%
38,F,58033,KNIGHTS OF COLUMBUS,"36,752,889",0.59%
39,L,3891,GOLDMAN SACHS GRP,"35,076,878",0.57%
40,L,233,CNO FINANCIAL GRP,"31,682,480",0.51%
41,L,549,SUN LIFE ASSUR CO OF CN GRP,"31,074,977",0.50%
42,L,918,JACKSON NATL GRP,"27,903,952",0.45%
43,L,68772,SECURITY MUT LIFE INS CO OF NY,"26,989,586",0.44%
44,L,836,WEST SOUTHERN GRP,"26,457,508",0.43%
45,L,769,GREAT WEST GRP,"25,889,486",0.42%
46,L,3098,TOKIO MARINE HOLDINGS INC GRP,"25,549,930",0.41%
47,L,200,UNITED SERV AUTOMOBILE ASSN GRP,"22,297,322",0.36%
48,L,8,ALLSTATE INS GRP,"19,675,640",0.32%
49,L,761,ALLIANZ INS GRP,"19,612,134",0.32%
50,L,943,AMERITAS MUT HOLDING GRP,"19,165,858",0.31%
51,L,408,AMERICAN NATL FIN GRP,"17,042,020",0.27%
52,L,4853,AAA LIFE GRP,"16,081,323",0.26%
53,L,4553,SAVINGS BANK LIFE GRP,"14,989,938",0.24%
54,L,449,FINANCIAL HOLDINGS GRP,"14,911,142",0.24%
55,B,2938,THRIVENT FINANCIAL FOR LUTHERANS GRP,"13,442,360",0.22%
56,L,4483,NESTLE SA GRP,"13,253,944",0.21%
57,L,4855,SUMITOMO LIFE INS GRP,"13,006,585",0.21%
58,L,581,BOSTON MUT GRP,"12,656,613",0.20%
59,L,19,ASSURANT INC GRP,"11,170,496",0.18%
60,L,535,COLUMBIAN LIFE GRP,"10,974,960",0.18%
61,F,58068,INDEPENDENT ORDER OF FORESTERS US BR,"10,942,684",0.18%
62,L,4213,WILTON RE GRP,"10,593,188",0.17%
63,L,306,CUNA MUT GRP,"10,390,265",0.17%
64,L,212,ZURICH INS GRP,"9,695,304",0.16%
65,L,1348,MEIJI YASUDA LIFE INS GRP,"8,852,494",0.14%
66,L,619,ONEAMERICA FIN PARTNERS GRP,"8,752,434",0.14%
67,L,876,ARKANSAS BCBS GRP,"8,662,859",0.14%
